BankID,BankName,AccountName,AccountNumber,AccountType,AccountTypeCode,AccountStatus,OpenDate,CloseDate,BaseCurrency,SettlementCurrency,InterestRate,InterestRateType,ElectronicStatementDelivery,Latest StatusChangeDate,Latest FromStatus,Latest ToStatus,BalanceType (Current),AsOfDate (Current),BalanceAmount (Current),BalanceCurrency (Current),Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
BANK5178,"Castro, Allen and Holt",Ana Meyer,9573174269,Trust Account,AT009,Inactive,07-03-2007,,USD,CAD,4.98,Fixed,FALSE,06-02-2022,Inactive,Inactive,Book Value,09-10-2025,105922.09,USD,"62785 Tyler Station, East Michael, DE 76129-4438",381 Matthew Groves,,East Michael,DE,USA,76129-4438,76129,4438
BANK6537,"Farley, Greene and Jones",Thomas Herman,7360186935,CD (Certificate of Deposit),AT003,Closed,29-07-2023,23-06-2025,USD,CAD,0.56,Variable,FALSE,15-06-2023,Inactive,Closed,Available Balance,09-10-2025,165797.47,USD,"06206 Jeremy Spring Apt. 349, Port Erinmouth, TX 96182-2274",118 Cole Manors,,Port Erinmouth,TX,USA,96182-2274,96182,2274
BANK8444,"Brown, Potts and Edwards",Tyler Ashley,5979765776,Business Checking,AT005,Pending,16-07-2014,,USD,GBP,6.61,Variable,FALSE,17-03-2021,Inactive,Pending,Principal Owed,09-10-2025,17689.25,USD,"946 Allen Roads, Lake Brandonberg, NM 65213-2566",655 Andrew Parkways,Apt. 761,Lake Brandonberg,NM,USA,65213-2566,65213,2566
BANK5048,Gonzalez Group,George White,2604345566,Credit Card Account,AT010,Matured,10-06-2016,,USD,CAD,3.63,Fixed,TRUE,17-05-2021,Pending,Matured,Current Balance,09-10-2025,82351.34,USD,"686 Vanessa Vista Apt. 074, Garyville, PR 66114-8055",56033 Taylor Mountain,Apt. 027,Garyville,PR,USA,66114-8055,66114,8055
BANK4643,"Browning, Bryant and Roberts",Pamela Smith,7381238774,Mortgage Loan,AT011,Active,25-11-2011,,USD,INR,3.78,N/A,TRUE,13-09-2024,Matured,Active,Principal Owed,09-10-2025,123111.1,USD,"4263 Jenkins Terrace Suite 600, New Michaelland, NY 23565-1990",3281 Taylor Summit,Suite 182,New Michaelland,NY,USA,23565-1990,23565,1990
BANK5550,"Short, Frost and Dillon",Philip Warner,6043096093,Mortgage Loan,AT011,Active,29-12-2005,,USD,EUR,3.48,N/A,FALSE,23-09-2023,Matured,Active,Market Value,09-10-2025,171514.56,USD,"755 Heather Radial, New Charlesside, ND 10389-6880",98035 Atkinson Lights,Apt. 113,New Charlesside,ND,USA,10389-6880,10389,6880
BANK9006,"Snyder, Gordon and Roberts",Leslie Barnes,5639566343,Checking,AT001,Closed,30-07-2009,28-05-2015,USD,INR,7.49,Fixed,TRUE,30-07-2025,Active,Closed,Current Balance,09-10-2025,46346.92,USD,"394 Joshua Plains Suite 370, Lake Jennifer, PR 11581-6533",499 Connie Ranch Apt. 072,,Lake Jennifer,PR,USA,11581-6533,11581,6533
BANK1938,Webb Ltd,Michele Miller MD,5475545795,Trust Account,AT009,Closed,02-02-2010,22-02-2025,USD,GBP,7.9,Variable,FALSE,02-05-2025,Pending,Closed,Available Balance,09-10-2025,14583.89,USD,"884 Christina Rue, Port Sean, GU 70075-1503",3311 Jason Valley,Apt. 414,Port Sean,GU,USA,70075-1503,70075,1503
BANK8569,"Foster, Garcia and Carpenter",Gerald Simmons,5182472381,Business Checking,AT005,Inactive,20-03-2012,,USD,GBP,6.65,Variable,FALSE,06-12-2020,Pending,Inactive,Principal Owed,09-10-2025,89632.7,USD,"3904 Teresa Vista Suite 717, Weberchester, VA 12629-2316",62510 Lee Keys,,Weberchester,VA,USA,12629-2316,12629,2316
BANK7569,"Rodriguez, Scott and Armstrong",Cindy Gray,7852901386,Brokerage / Securities,AT004,Matured,12-09-2013,,USD,EUR,5.22,N/A,TRUE,20-05-2024,Closed,Matured,Final Balance,09-10-2025,19139.39,USD,"9422 Sullivan Stream, Suttonmouth, RI 81513-4006",60591 Maldonado Road Suite 881,,Suttonmouth,RI,USA,81513-4006,81513,4006
BANK1586,"Olson, Zamora and Cruz",David Foley,2151966810,Loan,AT006,Closed,03-06-2023,06-07-2025,USD,USD,2.67,Fixed,TRUE,25-04-2021,Matured,Closed,Book Value,09-10-2025,161948.04,USD,"0751 Troy Manors, South Valerieton, NE 91926-6585",307 Louis Ports Suite 461,Suite 383,South Valerieton,NE,USA,91926-6585,91926,6585
BANK8369,Cook-Anderson,William Kelley,3943670162,Mortgage Loan,AT011,Active,27-11-2009,,USD,INR,6.05,N/A,FALSE,24-07-2021,Active,Active,Final Balance,09-10-2025,179139.25,USD,"22354 Porter Mountain, New Kristinborough, MA 63171-8083",186 Kaitlyn Highway Apt. 951,,New Kristinborough,MA,USA,63171-8083,63171,8083
BANK4363,Bush-Harrison,Jessica Vang,6089699418,Mortgage Loan,AT011,Matured,22-12-2016,,USD,GBP,3.77,Fixed,FALSE,16-01-2022,Closed,Matured,Book Value,09-10-2025,99330.15,USD,"0200 Lawrence Mountain, North Coreyberg, IA 31521-8239",7155 Little Throughway,Apt. 251,North Coreyberg,IA,USA,31521-8239,31521,8239
BANK5729,Wilson-Esparza,Mrs. Julie Moore DDS,8999964549,Savings,AT002,Active,16-03-2012,,USD,CAD,7.27,Variable,TRUE,15-11-2021,Active,Active,Principal Owed,09-10-2025,137778.85,USD,"950 Rojas Lodge, Chrisshire, DC 28502-7588",2106 William Plaza Apt. 864,,Chrisshire,DC,USA,28502-7588,28502,7588
BANK8728,Gutierrez LLC,Heather Bell,8268853485,Custodial Account,AT008,Closed,05-05-2020,14-07-2023,USD,INR,3.07,N/A,TRUE,24-09-2023,Matured,Closed,Market Value,09-10-2025,65460.55,USD,"479 Lee Locks Suite 717, Port Davidton, GA 80672-8804",5771 Madison Locks,,Port Davidton,GA,USA,80672-8804,80672,8804
BANK7768,"Park, Tate and Lin",Kevin Haley II,7990296671,Custodial Account,AT008,Active,30-05-2006,,USD,USD,5.06,Variable,FALSE,18-10-2022,Pending,Active,Final Balance,09-10-2025,20998.56,USD,"44026 Stone Garden, Mikemouth, MH 80254-1806",1037 Davis Green Apt. 230,Suite 712,Mikemouth,MH,USA,80254-1806,80254,1806
BANK3949,Benjamin and Sons,Kyle Hill,9929843690,Business Checking,AT005,Pending,16-10-2007,,USD,INR,3.6,N/A,TRUE,16-10-2022,Closed,Pending,Final Balance,09-10-2025,164884.52,USD,"231 Justin Spurs, South Amybury, ME 96881-6615",644 Thompson Stream,,South Amybury,ME,USA,96881-6615,96881,6615
BANK6945,Finley LLC,Sabrina Brady,1721715362,Custodial Account,AT008,Pending,16-01-2015,,USD,EUR,6.65,Variable,TRUE,21-10-2024,Inactive,Pending,Principal Owed,09-10-2025,140463.14,USD,"67960 Walsh Roads Apt. 321, West Rebecca, NV 34986-7295",46655 Melissa View Apt. 548,,West Rebecca,NV,USA,34986-7295,34986,7295
BANK4297,"Mitchell, Davidson and Rubio",Gabriella Robinson,9109103276,Money Market,AT007,Matured,26-12-2013,,USD,INR,1.68,Fixed,FALSE,18-07-2025,Inactive,Matured,Current Balance,09-10-2025,66583.3,USD,"59727 Day Isle, Smithside, AR 95045-3026",659 Kevin Manors,,Smithside,AR,USA,95045-3026,95045,3026
BANK3425,Smith Ltd,Priscilla Holden,9360646371,Mortgage Loan,AT011,Active,29-04-2015,,USD,EUR,2.71,Fixed,FALSE,31-10-2020,Closed,Active,Final Balance,09-10-2025,105713.48,USD,"190 Nicole Circle Apt. 059, North Jenniferport, AK 70225-5027",68610 Clark Freeway,,North Jenniferport,AK,USA,70225-5027,70225,5027
BANK6493,"Reyes, Ferguson and Garcia",Stacey Russell,8625921646,Money Market,AT007,Closed,01-02-2022,14-12-2022,USD,EUR,0.35,N/A,TRUE,08-01-2021,Closed,Closed,Final Balance,09-10-2025,157181.1,USD,"2699 Chavez Club Apt. 531, New Kathryn, RI 82195-3067",64391 Dawson Key,,New Kathryn,RI,USA,82195-3067,82195,3067
BANK5570,"Hill, Tucker and Patel",Taylor Johnson,1157853248,Brokerage / Securities,AT004,Matured,04-06-2013,,USD,USD,7.71,Fixed,FALSE,09-01-2024,Active,Matured,Market Value,09-10-2025,96261.6,USD,"73122 Moss Views, Ronaldshire, TN 96407-6027",45061 Jacqueline Viaduct,,Ronaldshire,TN,USA,96407-6027,96407,6027
BANK7632,"Roberts, Thompson and Melton",Gina Reyes,1599177593,Loan,AT006,Closed,27-03-2008,01-02-2018,USD,GBP,6.85,Variable,FALSE,13-07-2021,Active,Closed,Current Balance,09-10-2025,103004.22,USD,"95955 Lisa Mission Apt. 774, Sarahstad, WI 23447-1504",6858 Bennett Camp,Apt. 614,Sarahstad,WI,USA,23447-1504,23447,1504
BANK1840,"Velasquez, Martinez and Moore",Jessica Boone,1945284004,Trust Account,AT009,Closed,16-01-2012,12-11-2016,USD,CAD,6.79,Variable,FALSE,22-04-2025,Inactive,Closed,Available Balance,09-10-2025,62545.93,USD,"565 Susan Manors Apt. 051, Brooksview, NJ 38520-2053",4753 Garrett Lodge Apt. 716,Apt. 058,Brooksview,NJ,USA,38520-2053,38520,2053
BANK3723,"Young, Medina and Hayes",Olivia Richards,2372074360,CD (Certificate of Deposit),AT003,Inactive,10-01-2018,,USD,INR,5.95,Variable,FALSE,28-03-2025,Pending,Inactive,Book Value,09-10-2025,123510.09,USD,"4381 Ward Squares Suite 080, West Jonathantown, WA 78991-6886",42599 Perez Stream Apt. 044,,West Jonathantown,WA,USA,78991-6886,78991,6886
BANK4437,Pittman Group,Brittany Ortega,6794548468,Savings,AT002,Inactive,23-12-2019,,USD,INR,1.01,N/A,FALSE,25-04-2023,Pending,Inactive,Available Balance,09-10-2025,36845.4,USD,"383 Tammy Avenue, Whitefort, ND 62813-7754",2206 Brown Keys Apt. 693,Suite 610,Whitefort,ND,USA,62813-7754,62813,7754
BANK7594,Hamilton-Rodriguez,Randy Barry,4821747582,Brokerage / Securities,AT004,Inactive,06-03-2012,,USD,EUR,6.44,N/A,FALSE,30-11-2023,Pending,Inactive,Available Balance,09-10-2025,33509.29,USD,"805 Parker Junction, North Andrewstad, VA 93298-3915",346 Meagan Causeway,Apt. 257,North Andrewstad,VA,USA,93298-3915,93298,3915
BANK6518,Bishop-Patterson,Mary Johnson,4404138067,CD (Certificate of Deposit),AT003,Inactive,21-11-2018,,USD,GBP,5.35,N/A,TRUE,02-03-2021,Active,Inactive,Principal Owed,09-10-2025,125661.22,USD,"7930 Wayne Falls Suite 117, Castroland, KS 16219-7565",02649 Martin Islands Suite 447,,Castroland,KS,USA,16219-7565,16219,7565
BANK7392,Hill-Torres,Seth Luna,5484132658,Brokerage / Securities,AT004,Inactive,03-10-2008,,USD,CAD,4.37,Variable,FALSE,07-01-2025,Inactive,Inactive,Book Value,09-10-2025,64065.36,USD,"8229 Dawson Fort Suite 159, Harrisburgh, WY 88436-5473",2270 Noah Loop,Apt. 095,Harrisburgh,WY,USA,88436-5473,88436,5473
BANK8628,"Estrada, Brown and Roberts",John Potter,9563516804,Credit Card Account,AT010,Matured,26-06-2009,,USD,EUR,3.03,Fixed,TRUE,03-04-2021,Matured,Matured,Principal Owed,09-10-2025,75418.43,USD,"0127 Johnny Valleys, Westhaven, VI 29018-5494",8536 Stewart Ville,Suite 958,Westhaven,VI,USA,29018-5494,29018,5494
BANK5640,Hale-James,Isaac Martin,5258603477,Trust Account,AT009,Matured,24-06-2017,,USD,EUR,6.62,N/A,TRUE,30-09-2022,Matured,Matured,Principal Owed,09-10-2025,109937.2,USD,"80115 Wilson Lodge, New Hayleyborough, WA 41718-4006",9412 Patel Forge,,New Hayleyborough,WA,USA,41718-4006,41718,4006
BANK1203,Nolan LLC,Joseph Mercado,1248717274,Brokerage / Securities,AT004,Closed,14-03-2015,27-03-2017,USD,INR,2.37,Variable,FALSE,21-01-2025,Closed,Closed,Final Balance,09-10-2025,60546.1,USD,"90112 Jeremy Cliff Suite 607, East Robertborough, WI 16908-5226",97534 Frazier Turnpike,,East Robertborough,WI,USA,16908-5226,16908,5226
BANK9086,Lopez Ltd,Stacy Kirk,6835129485,Custodial Account,AT008,Pending,12-07-2010,,USD,CAD,7.97,Fixed,FALSE,03-03-2022,Closed,Pending,Principal Owed,09-10-2025,177828.13,USD,"46072 Clinton Unions Suite 609, Vaughanland, NJ 33283-3899",743 Abigail Drive,,Vaughanland,NJ,USA,33283-3899,33283,3899
BANK3154,Garcia Group,Jessica Davis,3346270867,Money Market,AT007,Pending,24-08-2009,,USD,USD,3.2,N/A,TRUE,15-02-2025,Matured,Pending,Book Value,09-10-2025,29527.25,USD,"7946 Edwards Port Suite 762, South Rachel, NV 17011-3220",156 Lee Mills Suite 680,Apt. 095,South Rachel,NV,USA,17011-3220,17011,3220
BANK7197,Woodard and Sons,Tamara Lewis,6888107743,Money Market,AT007,Active,30-06-2021,,USD,CAD,1.64,Fixed,FALSE,25-02-2023,Pending,Active,Final Balance,09-10-2025,50629.43,USD,"220 Mary Valley Apt. 180, West Angelaville, KY 34097-7723",33591 Grant Forges,Suite 992,West Angelaville,KY,USA,34097-7723,34097,7723
BANK2834,"Ferguson, Peterson and Rojas",Richard Eaton,8395703847,Mortgage Loan,AT011,Matured,24-04-2020,,USD,INR,0.64,Variable,FALSE,24-10-2024,Pending,Matured,Current Balance,09-10-2025,117708.13,USD,"7310 Walters River Suite 627, Lake Julialand, FL 46187-7970",668 Brooke Springs,Apt. 087,Lake Julialand,FL,USA,46187-7970,46187,7970
BANK9793,"Allison, Jones and Stewart",John Brooks,6939805149,Money Market,AT007,Inactive,11-07-2009,,USD,EUR,0.28,N/A,FALSE,10-02-2022,Matured,Inactive,Final Balance,09-10-2025,82534.41,USD,"26846 Gail Plains Suite 476, New Kellystad, OR 49786-2318",4951 Wood Fords Apt. 190,Suite 142,New Kellystad,OR,USA,49786-2318,49786,2318
BANK8803,"Carrillo, Klein and Barnes",Casey Adams,8394122037,Brokerage / Securities,AT004,Pending,10-04-2019,,USD,USD,5.58,N/A,TRUE,25-01-2022,Closed,Pending,Final Balance,09-10-2025,65485.38,USD,"997 Jones Cove, Robertberg, SD 44105-5593",07846 Mary Roads,,Robertberg,SD,USA,44105-5593,44105,5593
BANK3351,"Ferguson, Martinez and Roberts",Andrew Coleman,4902339718,Loan,AT006,Closed,18-10-2018,26-08-2023,USD,USD,3.84,Fixed,FALSE,08-12-2024,Matured,Closed,Current Balance,09-10-2025,136207.56,USD,"5892 Brandy Trafficway Apt. 969, Richardshire, ME 22163-1255",0748 Cheryl Keys,Apt. 923,Richardshire,ME,USA,22163-1255,22163,1255
BANK9077,Henderson-Dickson,Shawn Miles,8014093078,Trust Account,AT009,Pending,18-02-2007,,USD,GBP,6.16,Variable,FALSE,17-03-2023,Active,Pending,Market Value,09-10-2025,80018.78,USD,"7513 Sampson Light Apt. 841, North Linda, PW 43153-2051",497 Ana Causeway Suite 947,Apt. 353,North Linda,PW,USA,43153-2051,43153,2051
BANK5390,Moreno Inc,Christopher Kelley,4399574916,Loan,AT006,Matured,30-05-2009,,USD,USD,1.6,Fixed,TRUE,09-08-2021,Closed,Matured,Market Value,09-10-2025,68807.51,USD,"66067 Mendez Summit, Markshire, KY 34447-6685",634 Robert Spur,,Markshire,KY,USA,34447-6685,34447,6685
BANK5883,Combs-Carter,Megan Carter,5834290421,Trust Account,AT009,Active,06-03-2010,,USD,INR,6.2,Variable,FALSE,23-02-2024,Inactive,Active,Market Value,09-10-2025,161744.68,USD,"8206 Landry Ways, Port Elizabeth, AK 63092-5811",44341 Harrison Mountain,,Port Elizabeth,AK,USA,63092-5811,63092,5811
BANK5643,Quinn-Martinez,Emily Smith,7133994995,Money Market,AT007,Closed,16-02-2022,16-06-2023,USD,INR,2.95,Fixed,FALSE,17-06-2025,Inactive,Closed,Current Balance,09-10-2025,102480.82,USD,"0418 Torres Glen Apt. 302, Parkmouth, OK 80734-2317",870 Lisa Row,Apt. 610,Parkmouth,OK,USA,80734-2317,80734,2317
BANK4370,Bowen LLC,Stephanie Aguilar,4066001382,Brokerage / Securities,AT004,Closed,14-11-2013,18-06-2014,USD,GBP,2.62,Variable,TRUE,17-01-2025,Closed,Closed,Final Balance,09-10-2025,94253.99,USD,"04353 Williamson Inlet, Meghanview, AK 40445-6926",15604 Ramsey Cove,Suite 436,Meghanview,AK,USA,40445-6926,40445,6926
BANK9548,"Wang, Casey and Durham",Dawn Mcguire,8537739712,Credit Card Account,AT010,Closed,01-04-2009,09-06-2019,USD,GBP,6.96,Fixed,TRUE,03-01-2023,Matured,Closed,Final Balance,09-10-2025,68956.9,USD,"033 Garcia Mission, Howardtown, IL 62712-1025",1111 David Lodge,,Howardtown,IL,USA,62712-1025,62712,1025
BANK6835,"Harris, Wood and Jones",Brett Good,1238423500,CD (Certificate of Deposit),AT003,Inactive,11-10-2019,,USD,CAD,2.5,N/A,TRUE,04-04-2022,Inactive,Inactive,Available Balance,09-10-2025,30148.67,USD,"4680 Michael Keys Apt. 397, Gibsonstad, MI 30918-6391",418 Brittany Heights,,Gibsonstad,MI,USA,30918-6391,30918,6391
BANK8257,Nash-Smith,Isaiah Clark,7966892079,Money Market,AT007,Matured,09-11-2010,,USD,USD,4.05,Fixed,TRUE,12-03-2025,Inactive,Matured,Market Value,09-10-2025,102329.74,USD,"044 Garcia Plaza, Manningside, PW 34563-3256",37682 Scott Island,,Manningside,PW,USA,34563-3256,34563,3256
BANK6748,Perez-May,Melissa Ferguson MD,1166956941,Credit Card Account,AT010,Active,08-05-2008,,USD,USD,6.06,N/A,FALSE,10-11-2024,Matured,Active,Available Balance,09-10-2025,3920.11,USD,"01161 John Village Apt. 157, Stephenbury, DE 76069-1983",3163 Fields Valleys Suite 151,,Stephenbury,DE,USA,76069-1983,76069,1983
BANK6421,Wilson Ltd,Beverly Duarte,3836704932,Business Checking,AT005,Pending,06-09-2023,,USD,CAD,5.19,Variable,TRUE,13-07-2022,Closed,Pending,Principal Owed,09-10-2025,63568.96,USD,"77853 Sean Circle, South Ericville, MS 65186-6430",945 Benitez Pines Suite 386,Suite 279,South Ericville,MS,USA,65186-6430,65186,6430
BANK5294,Schmidt LLC,Krystal Houston,9928956020,Custodial Account,AT008,Active,12-05-2021,,USD,GBP,7.77,N/A,FALSE,27-08-2024,Pending,Active,Final Balance,09-10-2025,10242.83,USD,"5179 Hernandez Road Apt. 466, Joshuachester, IA 94902-8993",1009 John Circle Suite 496,,Joshuachester,IA,USA,94902-8993,94902,8993
BANK1078,Delgado and Sons,Michael Davis,2614263873,Money Market,AT007,Pending,31-07-2012,,USD,EUR,1.92,N/A,FALSE,11-03-2024,Inactive,Pending,Principal Owed,09-10-2025,34879.1,USD,"94458 Michael Causeway Apt. 536, Richardside, MP 46410-9726",0882 Mcdaniel Keys Suite 757,,Richardside,MP,USA,46410-9726,46410,9726
BANK7159,Frye and Sons,Jillian Brown,2490980174,Trust Account,AT009,Closed,11-11-2006,11-04-2024,USD,USD,2.5,Variable,TRUE,23-03-2023,Inactive,Closed,Available Balance,09-10-2025,40754.31,USD,"339 Christopher Forges Suite 617, Ballchester, MI 40940-5089",3399 Sharon Circle Suite 756,Suite 995,Ballchester,MI,USA,40940-5089,40940,5089
BANK6253,Hayes-Lopez,David George,6456285460,Money Market,AT007,Pending,25-09-2015,,USD,CAD,0.81,N/A,TRUE,10-12-2024,Inactive,Pending,Current Balance,09-10-2025,68732.76,USD,"63676 Baker Drive, Davidshire, MA 78724-7499",529 White Prairie,Apt. 724,Davidshire,MA,USA,78724-7499,78724,7499
BANK9525,"Barker, Farley and Hamilton",James Dyer,5932460254,Business Checking,AT005,Closed,17-02-2015,06-12-2022,USD,CAD,4.35,Fixed,FALSE,21-09-2022,Active,Closed,Principal Owed,09-10-2025,84951.22,USD,"1808 Ortiz Creek, Briggsborough, MN 18071-3974",109 Reynolds Place Apt. 634,Apt. 594,Briggsborough,MN,USA,18071-3974,18071,3974
BANK2750,Phillips Ltd,Jorge Davis,7578608001,Credit Card Account,AT010,Closed,02-02-2012,26-05-2013,USD,INR,3.0,N/A,TRUE,26-12-2023,Pending,Closed,Principal Owed,09-10-2025,113117.97,USD,"811 Pace Rapids, West Xavier, OR 19549-5975",930 Daniel Ways Apt. 358,,West Xavier,OR,USA,19549-5975,19549,5975
BANK4372,Davis LLC,Joseph Davis,1814176615,Mortgage Loan,AT011,Active,05-10-2007,,USD,USD,1.88,N/A,TRUE,28-02-2024,Matured,Active,Final Balance,09-10-2025,7432.27,USD,"58030 Vargas Courts, Jenningston, PW 30347-1686",71231 Danielle Tunnel,,Jenningston,PW,USA,30347-1686,30347,1686
BANK9278,"Jennings, Spencer and Mcdonald",Christopher Brown,4109372648,Trust Account,AT009,Active,15-03-2020,,USD,GBP,5.11,Variable,FALSE,03-07-2021,Active,Active,Principal Owed,09-10-2025,111615.51,USD,"690 Williams Glens, Danielleshire, DE 13644-8451",29014 Rebecca Gateway Suite 774,Apt. 053,Danielleshire,DE,USA,13644-8451,13644,8451
BANK2592,"Martin, Jacobson and Herrera",Travis Newman,4986731903,Loan,AT006,Active,10-08-2014,,USD,INR,7.25,Fixed,FALSE,29-12-2021,Active,Active,Principal Owed,09-10-2025,169589.05,USD,"152 Newman Crest Suite 852, West Kellyton, AR 94578-5719",9711 Short Coves,Suite 961,West Kellyton,AR,USA,94578-5719,94578,5719
BANK2034,Hall-Fitzgerald,Christopher Hernandez,9346143620,Savings,AT002,Closed,25-03-2013,14-07-2013,USD,CAD,4.5,N/A,TRUE,01-11-2022,Closed,Closed,Current Balance,09-10-2025,108521.92,USD,"040 Nancy Spring, North Ericmouth, NE 55407-3521",5965 Charles Prairie,,North Ericmouth,NE,USA,55407-3521,55407,3521
BANK4668,"Morales, Lee and Jackson",Patrick Clark,8840353377,Trust Account,AT009,Matured,13-12-2019,,USD,GBP,7.19,Fixed,TRUE,27-12-2021,Matured,Matured,Final Balance,09-10-2025,172391.54,USD,"390 Snyder Springs, New Ronald, DC 85008-1040",02548 Jennifer Manors Apt. 114,,New Ronald,DC,USA,85008-1040,85008,1040
BANK8136,Wilson-Spence,Bailey Smith,7028319724,CD (Certificate of Deposit),AT003,Matured,20-02-2022,,USD,CAD,0.96,Variable,TRUE,13-10-2021,Closed,Matured,Current Balance,09-10-2025,28272.78,USD,"0108 Figueroa Skyway, Port Garystad, NV 78611-2049",381 Gill Heights Suite 711,Apt. 791,Port Garystad,NV,USA,78611-2049,78611,2049
BANK8609,Kennedy Group,Tamara Kaiser,1520318660,Brokerage / Securities,AT004,Matured,15-05-2014,,USD,USD,4.33,Fixed,FALSE,27-09-2025,Pending,Matured,Available Balance,09-10-2025,175294.47,USD,"0289 Danielle Spurs Apt. 011, Davisborough, FL 75985-3741",4481 Cole Canyon,,Davisborough,FL,USA,75985-3741,75985,3741
BANK1710,Parker-Mendez,Justin Lowe,4299497082,Trust Account,AT009,Closed,13-08-2009,25-12-2009,USD,CAD,6.85,Variable,TRUE,14-05-2021,Pending,Closed,Current Balance,09-10-2025,105727.92,USD,"7317 Brittany Terrace, Ravenbury, NC 62041-3980",11780 Brandi Valley Suite 649,,Ravenbury,NC,USA,62041-3980,62041,3980
BANK6115,"Hernandez, Duffy and Macias",Joanne Cardenas,1479745187,Checking,AT001,Active,18-08-2023,,USD,INR,1.49,Variable,FALSE,13-07-2022,Active,Active,Current Balance,09-10-2025,90971.93,USD,"9952 Luis Place Apt. 182, Shaunville, LA 48825-4076",273 Ashley Meadow Apt. 884,,Shaunville,LA,USA,48825-4076,48825,4076
BANK7428,"Green, Velasquez and Pruitt",Eric Sherman,6549645474,Custodial Account,AT008,Matured,16-06-2010,,USD,INR,4.96,N/A,TRUE,22-08-2025,Inactive,Matured,Final Balance,09-10-2025,131099.0,USD,"36365 Martin Manor Suite 872, East Diana, OK 20668-2103",422 Ray Port Suite 477,Suite 239,East Diana,OK,USA,20668-2103,20668,2103
BANK2191,"Palmer, Peters and Duncan",Antonio Kent,4325991046,Custodial Account,AT008,Active,21-10-2010,,USD,INR,1.97,Variable,TRUE,05-08-2022,Closed,Active,Market Value,09-10-2025,126288.56,USD,"139 Rodney Dale Apt. 159, Nathanielview, AZ 89618-3208",2188 Walter Island Apt. 893,,Nathanielview,AZ,USA,89618-3208,89618,3208
BANK8759,Mcclain Inc,Jeffery Woodard,4296547267,CD (Certificate of Deposit),AT003,Inactive,07-07-2009,,USD,EUR,3.11,Variable,TRUE,06-07-2023,Closed,Inactive,Principal Owed,09-10-2025,6284.75,USD,"1147 Anita Throughway Suite 318, Port Terri, MI 46959-6675",5119 Donald Stream Apt. 626,,Port Terri,MI,USA,46959-6675,46959,6675
BANK1517,Ryan and Sons,Jennifer Gutierrez,4567273589,Checking,AT001,Matured,25-03-2008,,USD,GBP,0.18,N/A,TRUE,18-08-2025,Matured,Matured,Available Balance,09-10-2025,114402.28,USD,"458 Floyd Via Apt. 779, South Morganville, AZ 74211-1860",6561 Howell Square,Suite 499,South Morganville,AZ,USA,74211-1860,74211,1860
BANK7308,Mosley-Thompson,Judy Young,4702142942,Checking,AT001,Active,16-06-2017,,USD,CAD,3.38,Fixed,TRUE,01-07-2025,Active,Active,Final Balance,09-10-2025,34108.5,USD,"490 Elizabeth Trace, Michaelfort, MA 63597-7017",87230 Rice Locks Apt. 295,,Michaelfort,MA,USA,63597-7017,63597,7017
BANK1381,"Walker, Lee and Maynard",Jacob Lee,9672492588,Money Market,AT007,Active,07-05-2009,,USD,CAD,2.14,Variable,FALSE,18-01-2022,Closed,Active,Current Balance,09-10-2025,115461.05,USD,"7710 Hernandez Landing, East Darrell, IL 39462-4325",636 Durham Ports,,East Darrell,IL,USA,39462-4325,39462,4325
BANK7778,"Bauer, Parker and Davis",Joseph Thompson,8229180152,Business Checking,AT005,Closed,16-04-2018,23-05-2023,USD,USD,5.89,Variable,TRUE,18-12-2022,Matured,Closed,Market Value,09-10-2025,109418.32,USD,"3264 Dana Light Suite 442, Joneston, ME 72375-5846",0931 Le Radial,,Joneston,ME,USA,72375-5846,72375,5846
BANK6589,Johnson-Campbell,Terry Tate,5201897383,Mortgage Loan,AT011,Inactive,26-12-2017,,USD,CAD,3.51,N/A,TRUE,21-07-2025,Inactive,Inactive,Current Balance,09-10-2025,66951.95,USD,"475 Shannon Island, East Josephhaven, DE 19312-6308",66345 Jessica Islands Suite 315,Suite 096,East Josephhaven,DE,USA,19312-6308,19312,6308
BANK9310,Buckley-Taylor,Helen Rhodes,2785637893,Brokerage / Securities,AT004,Inactive,02-05-2006,,USD,GBP,5.78,N/A,FALSE,07-02-2021,Active,Inactive,Current Balance,09-10-2025,43138.44,USD,"0517 Hicks Viaduct, East Michael, NE 56287-7989",4046 Michelle Fields Apt. 225,,East Michael,NE,USA,56287-7989,56287,7989
BANK7255,Alexander Inc,Darren Brown,4479371661,Savings,AT002,Closed,05-08-2007,05-09-2014,USD,INR,6.18,Fixed,FALSE,01-05-2023,Active,Closed,Available Balance,09-10-2025,70904.59,USD,"17470 Ortega Mill, Garciaview, MO 82955-4541",3361 Wheeler Garden,,Garciaview,MO,USA,82955-4541,82955,4541
BANK8116,Williams-Rice,Holly Morton,4578056651,Trust Account,AT009,Pending,05-11-2010,,USD,CAD,6.67,Fixed,FALSE,15-04-2025,Pending,Pending,Final Balance,09-10-2025,7784.86,USD,"9139 Burke Springs, Rebeccamouth, VT 83710-6295",640 Peters Road Suite 340,Suite 532,Rebeccamouth,VT,USA,83710-6295,83710,6295
