BankID,BankName,AccountName,AccountNumber,AccountType,AccountTypeCode,AccountStatus,OpenDate,CloseDate,BaseCurrency,SettlementCurrency,InterestRate,InterestRateType,ElectronicStatementDelivery,Latest StatusChangeDate,Latest FromStatus,Latest ToStatus,BalanceType (Current),AsOfDate (Current),BalanceAmount (Current),BalanceCurrency (Current),Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
BANK5541,"West, Cobb and Roberson",Henry Wright,8230914709,Business Checking,AT005,Inactive,01-05-2023,,USD,INR,7.53,Fixed,FALSE,21-01-2022,Closed,Inactive,Available Balance,09-10-2025,163996.74,USD,"887 Pruitt River, North Marietown, VT 36637-5545",516 Erika Walk,,North Marietown,VT,USA,36637-5545,36637,5545
BANK6455,Charles and Sons,Joseph Hudson,1143210658,Trust Account,AT009,Closed,30-01-2016,22-08-2016,USD,CAD,3.44,Variable,TRUE,23-09-2025,Active,Closed,Book Value,09-10-2025,36645.12,USD,"9012 Christopher Shore, Lake Meganview, NM 19222-8300",455 Ford Vista,Suite 921,Lake Meganview,NM,USA,19222-8300,19222,8300
BANK6053,Marsh-Carroll,Dr. Christopher Acosta DVM,6228625915,Credit Card Account,AT010,Active,17-08-2020,,USD,CAD,7.0,Variable,FALSE,25-03-2021,Inactive,Active,Available Balance,09-10-2025,170333.24,USD,"343 Crystal Glen, Blakeview, GA 33439-3410",02345 Bradley Loaf,Apt. 565,Blakeview,GA,USA,33439-3410,33439,3410
BANK5878,Thompson Inc,Jennifer Shaw,6910002769,Loan,AT006,Inactive,27-09-2017,,USD,GBP,6.02,Fixed,FALSE,17-07-2023,Closed,Inactive,Market Value,09-10-2025,148819.83,USD,"087 Bryan Mountain Suite 431, Meadowsberg, PA 74324-6240",4987 Bailey Glen Apt. 884,Apt. 973,Meadowsberg,PA,USA,74324-6240,74324,6240
BANK2564,Smith LLC,Joseph Ward,5935687476,Savings,AT002,Pending,28-02-2023,,USD,CAD,3.99,N/A,TRUE,18-05-2022,Closed,Pending,Final Balance,09-10-2025,168494.76,USD,"62043 Daniel Brook, South Markton, VA 52720-8125",738 Kelly Mount Apt. 782,Apt. 203,South Markton,VA,USA,52720-8125,52720,8125
BANK6657,Maxwell-Davis,Alexandra Lee,4183183015,Credit Card Account,AT010,Pending,01-10-2013,,USD,EUR,1.95,Variable,FALSE,19-05-2025,Inactive,Pending,Principal Owed,09-10-2025,136300.4,USD,"6682 Martin Court, New Briannamouth, PR 55387-3758",7629 Horn Rapids,,New Briannamouth,PR,USA,55387-3758,55387,3758
BANK5364,Ramirez-Moore,James Mcdaniel,7716467342,Brokerage / Securities,AT004,Pending,11-01-2018,,USD,CAD,1.31,N/A,TRUE,15-10-2023,Pending,Pending,Book Value,09-10-2025,170723.3,USD,"5747 Castaneda Ville, New Tamara, MT 55427-6131",91674 Smith Greens,,New Tamara,MT,USA,55427-6131,55427,6131
BANK2556,Perkins and Sons,Sharon Ayala,9562811518,Mortgage Loan,AT011,Closed,03-09-2021,23-11-2024,USD,CAD,3.24,Fixed,TRUE,05-04-2025,Inactive,Closed,Principal Owed,09-10-2025,64344.19,USD,"281 Carlos Forest Apt. 197, Port Vanessachester, NC 64888-1088",0625 Sherry Passage,,Port Vanessachester,NC,USA,64888-1088,64888,1088
BANK8667,Johnson-Price,Michael Leonard,8446845494,CD (Certificate of Deposit),AT003,Closed,18-05-2012,25-03-2019,USD,GBP,0.48,Fixed,TRUE,07-03-2021,Active,Closed,Current Balance,09-10-2025,54904.55,USD,"841 Susan Greens Suite 412, New Marcport, ME 90956-7348",8122 Kristie Centers Apt. 892,Apt. 881,New Marcport,ME,USA,90956-7348,90956,7348
BANK9398,"Davidson, Saunders and Ross",Mario Ray,5171981912,Trust Account,AT009,Inactive,15-09-2008,,USD,USD,3.4,N/A,TRUE,25-10-2024,Active,Inactive,Principal Owed,09-10-2025,191227.16,USD,"7261 Jeremy Mountain, West David, OR 24808-4143",53939 Taylor Springs,Apt. 598,West David,OR,USA,24808-4143,24808,4143
BANK6571,Hernandez PLC,Tracy Wilson,2561630683,Credit Card Account,AT010,Inactive,01-08-2013,,USD,USD,7.6,N/A,TRUE,01-05-2025,Pending,Inactive,Book Value,09-10-2025,164348.79,USD,"33968 Chad Row Apt. 436, Robertton, MS 24882-5152",82261 Emily Haven,,Robertton,MS,USA,24882-5152,24882,5152
BANK8287,"Williams, Miller and Mitchell",Cory Robinson,2238067928,Credit Card Account,AT010,Inactive,27-07-2023,,USD,USD,2.33,Fixed,TRUE,12-06-2021,Inactive,Inactive,Book Value,09-10-2025,60819.95,USD,"2341 Kelley Via Apt. 111, Port Angelica, VA 44856-2463",58255 Ashley Trace,Suite 652,Port Angelica,VA,USA,44856-2463,44856,2463
BANK3150,"Jones, Parker and Scott",Sabrina Scott,1786578304,Mortgage Loan,AT011,Pending,11-06-2012,,USD,EUR,2.91,Fixed,TRUE,08-05-2025,Pending,Pending,Book Value,09-10-2025,172776.58,USD,"058 Brown Lock, Gillespieview, CA 68635-5150",40722 Shelly Summit Suite 821,,Gillespieview,CA,USA,68635-5150,68635,5150
BANK2911,"Richardson, Hopkins and Gutierrez",Scott Farley,4570027154,Business Checking,AT005,Active,27-02-2022,,USD,CAD,5.59,Variable,TRUE,04-10-2022,Closed,Active,Book Value,09-10-2025,62995.52,USD,"47519 Stephens Pass Apt. 520, Port Jessica, NV 65973-7338",536 Phelps Brook,Suite 774,Port Jessica,NV,USA,65973-7338,65973,7338
BANK8483,"Johnson, Merritt and Miller",Desiree Bullock,5786158497,Credit Card Account,AT010,Inactive,10-03-2008,,USD,INR,1.72,N/A,FALSE,15-11-2022,Inactive,Inactive,Current Balance,09-10-2025,166395.11,USD,"4043 Michelle Street Apt. 544, East Keithstad, PR 62910-7041",248 Patricia Creek Suite 224,Suite 275,East Keithstad,PR,USA,62910-7041,62910,7041
BANK4192,"Graham, Smith and Bryant",Patricia Joyce,7028721298,Savings,AT002,Matured,31-03-2015,,USD,USD,3.73,Fixed,FALSE,28-10-2022,Active,Matured,Current Balance,09-10-2025,18940.46,USD,"3681 Wallace Trafficway Suite 801, Jamesland, CT 60407-5612",419 Jerry Canyon Suite 489,,Jamesland,CT,USA,60407-5612,60407,5612
BANK5778,Cox Inc,Amy Parker,7709908011,Money Market,AT007,Pending,02-05-2022,,USD,INR,2.21,Fixed,TRUE,27-12-2021,Inactive,Pending,Market Value,09-10-2025,59668.05,USD,"6377 Austin Freeway Apt. 918, East Darlene, ME 70365-4612",6747 Bennett Green,Apt. 459,East Darlene,ME,USA,70365-4612,70365,4612
BANK5265,Bennett-Holt,Adam Fitzgerald,5253407501,Trust Account,AT009,Closed,07-08-2009,06-05-2016,USD,GBP,7.3,Variable,TRUE,04-09-2024,Closed,Closed,Final Balance,09-10-2025,42194.13,USD,"48753 Rogers Ferry, West Debraville, NC 73262-9600",3318 Le Underpass Suite 771,,West Debraville,NC,USA,73262-9600,73262,9600
BANK1980,Davis-Merritt,Anita Hall,8331117412,Trust Account,AT009,Matured,21-01-2007,,USD,EUR,6.45,Variable,FALSE,22-03-2021,Inactive,Matured,Market Value,09-10-2025,112580.09,USD,"5033 Angela Squares Suite 489, Matthewborough, VI 55522-4622",5876 Patterson Junctions Apt. 703,,Matthewborough,VI,USA,55522-4622,55522,4622
BANK9488,Jenkins and Sons,Jessica Smith,9899242781,Business Checking,AT005,Matured,14-08-2013,,USD,CAD,4.34,Fixed,FALSE,30-05-2025,Active,Matured,Current Balance,09-10-2025,78324.05,USD,"5603 Hoffman Dale, Williamhaven, IL 31300-1707",254 Patrick Lakes,,Williamhaven,IL,USA,31300-1707,31300,1707
BANK1758,"Santiago, Hamilton and Jones",Katie Moran,6838504501,Brokerage / Securities,AT004,Matured,24-03-2007,,USD,INR,6.46,Fixed,TRUE,08-09-2024,Inactive,Matured,Current Balance,09-10-2025,64083.14,USD,"77905 Howard Island Apt. 201, Annetteshire, DC 96993-9377",281 Donna Oval Apt. 263,Suite 171,Annetteshire,DC,USA,96993-9377,96993,9377
BANK9423,Taylor-Savage,David Simmons,8242998057,Custodial Account,AT008,Matured,13-03-2009,,USD,EUR,3.05,Fixed,FALSE,23-05-2025,Closed,Matured,Book Value,09-10-2025,85803.12,USD,"882 Kyle Views Apt. 947, Port Shelly, MP 30419-4499",74065 Robert Forges,Apt. 145,Port Shelly,MP,USA,30419-4499,30419,4499
BANK7544,"Wyatt, Cantu and Olson",Erik Mendoza,7614352790,Money Market,AT007,Active,05-05-2013,,USD,EUR,3.02,N/A,FALSE,05-06-2022,Inactive,Active,Book Value,09-10-2025,111016.58,USD,"7653 Navarro Inlet, Prestonchester, KS 48150-1445",44005 Joanna Common,,Prestonchester,KS,USA,48150-1445,48150,1445
BANK7490,"Lewis, Reeves and Fuller",Nathan Jones,5437888432,Checking,AT001,Inactive,04-01-2013,,USD,EUR,5.02,Variable,FALSE,14-11-2024,Matured,Inactive,Book Value,09-10-2025,56563.82,USD,"32066 Haley Via, South Jill, AZ 29200-4827",7216 Pierce Plains,Apt. 318,South Jill,AZ,USA,29200-4827,29200,4827
BANK8374,Cunningham Group,Vanessa Larson,7308255713,Money Market,AT007,Active,30-03-2017,,USD,USD,1.71,N/A,FALSE,25-02-2023,Pending,Active,Principal Owed,09-10-2025,115578.17,USD,"9495 Dustin Fort, Fieldsfurt, AR 39815-1326",4262 Jose Spring,Suite 328,Fieldsfurt,AR,USA,39815-1326,39815,1326
BANK5214,Heath PLC,Jesus Ball Jr.,4620013990,Trust Account,AT009,Pending,31-10-2022,,USD,CAD,1.96,Variable,TRUE,16-09-2024,Active,Pending,Final Balance,09-10-2025,32076.62,USD,"9866 Thomas Turnpike Suite 348, Jacksonhaven, CO 91504-3979",947 Miller Ways Suite 017,Apt. 011,Jacksonhaven,CO,USA,91504-3979,91504,3979
BANK5746,Owens-Cooper,Matthew Mitchell,5735239389,Brokerage / Securities,AT004,Closed,03-02-2023,24-01-2025,USD,USD,3.07,N/A,TRUE,28-07-2024,Inactive,Closed,Available Balance,09-10-2025,94221.5,USD,"906 Rodriguez Ways Suite 021, Brianport, MD 31940-5201",9427 Danny Rapid Suite 311,,Brianport,MD,USA,31940-5201,31940,5201
BANK7509,Dillon-Gonzalez,Sheena Williams,5061403078,Credit Card Account,AT010,Pending,17-09-2007,,USD,EUR,2.81,Variable,TRUE,02-10-2025,Active,Pending,Current Balance,09-10-2025,28556.95,USD,"2678 Matthew Ramp Suite 414, Downsfurt, ME 61711-4275",9688 Howell Orchard Apt. 534,,Downsfurt,ME,USA,61711-4275,61711,4275
BANK9300,Brooks PLC,Samantha Marsh,4969335968,Savings,AT002,Closed,25-07-2009,02-04-2010,USD,INR,4.58,N/A,TRUE,28-11-2022,Closed,Closed,Available Balance,09-10-2025,172216.78,USD,"067 Garcia Trail Suite 874, North Yvonnehaven, AS 76679-2635",210 Samantha Summit Suite 492,,North Yvonnehaven,AS,USA,76679-2635,76679,2635
BANK1337,Nolan-Wilson,Dana Santos,1168111627,Checking,AT001,Inactive,14-09-2018,,USD,CAD,5.24,N/A,TRUE,25-10-2022,Matured,Inactive,Current Balance,09-10-2025,49853.54,USD,"9803 Sims Burg, South Kevin, OH 20850-4815",0468 Marissa Field Apt. 715,Suite 835,South Kevin,OH,USA,20850-4815,20850,4815
BANK9083,"Vaughn, Jones and Kemp",Anthony Gibson,5200997554,Custodial Account,AT008,Inactive,02-02-2022,,USD,INR,2.65,Fixed,FALSE,26-11-2024,Inactive,Inactive,Market Value,09-10-2025,133804.52,USD,"975 Martinez Streets Suite 896, Lloydshire, DE 11221-6816",0550 Stephanie Burg,,Lloydshire,DE,USA,11221-6816,11221,6816
BANK3098,Jackson Ltd,Lisa Berg DDS,9110542941,Mortgage Loan,AT011,Closed,10-04-2010,04-12-2014,USD,EUR,0.19,N/A,FALSE,08-02-2021,Pending,Closed,Book Value,09-10-2025,36631.4,USD,"0977 Andrea Burg Suite 177, North Amandahaven, NC 65899-5090",6811 Andrea Turnpike,,North Amandahaven,NC,USA,65899-5090,65899,5090
BANK2229,Holloway-Davis,Melanie Campbell,6477306571,Credit Card Account,AT010,Inactive,23-09-2023,,USD,EUR,0.1,Variable,TRUE,08-10-2025,Matured,Inactive,Market Value,09-10-2025,137799.46,USD,"0917 Philip Key, New Felicia, VI 12229-8577",04053 Jason Mountain,Apt. 495,New Felicia,VI,USA,12229-8577,12229,8577
BANK9572,Pacheco PLC,Dustin Clark,6951019830,Money Market,AT007,Active,02-02-2023,,USD,EUR,1.66,Variable,TRUE,13-06-2023,Pending,Active,Book Value,09-10-2025,114187.66,USD,"805 Cunningham Forges, Bryanberg, WV 66981-8010",53747 Mathew Cliff Suite 997,Apt. 323,Bryanberg,WV,USA,66981-8010,66981,8010
BANK9539,"Stout, Walker and Parker",Brittany Aguirre,2593878884,Savings,AT002,Pending,07-11-2008,,USD,GBP,7.13,Variable,TRUE,27-07-2024,Pending,Pending,Available Balance,09-10-2025,112197.85,USD,"656 Smith Glen, Scottberg, MT 68492-4744",91166 Conley Oval,,Scottberg,MT,USA,68492-4744,68492,4744
BANK3318,"Willis, Sanchez and Fowler",Kimberly Lopez,2409012084,Savings,AT002,Matured,23-04-2021,,USD,CAD,6.56,Fixed,TRUE,03-07-2021,Active,Matured,Final Balance,09-10-2025,97296.78,USD,"72740 Fields Oval Suite 878, East Anne, TX 54216-3149",83522 Murphy Tunnel,,East Anne,TX,USA,54216-3149,54216,3149
BANK4653,"Norton, Mendoza and Scott",Randy Mcclure,9072291208,Business Checking,AT005,Inactive,28-05-2012,,USD,USD,6.35,Fixed,FALSE,07-02-2024,Matured,Inactive,Current Balance,09-10-2025,78352.71,USD,"450 Deanna Vista Suite 137, North Miranda, NH 45823-1375",55901 Gina Terrace Suite 583,,North Miranda,NH,USA,45823-1375,45823,1375
BANK1765,"Clements, Huynh and Mora",Aaron Newton,9645536881,Checking,AT001,Closed,04-08-2017,28-10-2022,USD,EUR,2.15,Fixed,TRUE,01-10-2023,Inactive,Closed,Book Value,09-10-2025,69366.53,USD,"98408 Erin Glen Apt. 969, East Melissa, IN 76257-7803",664 Bailey Stravenue Apt. 248,Apt. 765,East Melissa,IN,USA,76257-7803,76257,7803
BANK3990,Gill-Carter,David Diaz,9410545987,Brokerage / Securities,AT004,Inactive,04-09-2017,,USD,CAD,6.3,N/A,TRUE,16-06-2024,Inactive,Inactive,Principal Owed,09-10-2025,27683.32,USD,"33094 Wesley Glens, New Susan, FL 47421-5360",9954 Christina Rapid,,New Susan,FL,USA,47421-5360,47421,5360
BANK9286,King Ltd,Brittany Lambert,8439093710,Money Market,AT007,Pending,11-12-2016,,USD,EUR,1.0,N/A,TRUE,12-07-2023,Active,Pending,Market Value,09-10-2025,192660.75,USD,"4800 Lee Turnpike Apt. 707, Lake Melissaberg, GA 29181-9268",70009 Robert Forge,,Lake Melissaberg,GA,USA,29181-9268,29181,9268
BANK3810,"Murphy, Gonzalez and Evans",Michael Stewart,1696815852,Checking,AT001,Inactive,06-10-2015,,USD,EUR,2.04,Fixed,FALSE,30-11-2021,Matured,Inactive,Principal Owed,09-10-2025,186270.91,USD,"4862 Brenda Mill, Johnsonhaven, NJ 39933-4073",3597 Kenneth Road Apt. 723,,Johnsonhaven,NJ,USA,39933-4073,39933,4073
BANK5892,Roberson-Watson,Mark Clark,4645937588,Credit Card Account,AT010,Matured,07-03-2021,,USD,CAD,1.48,Variable,TRUE,20-06-2022,Active,Matured,Principal Owed,09-10-2025,74806.91,USD,"98971 Reese Cove Apt. 253, Melanieport, AS 24160-4239",500 Jane Greens Apt. 864,,Melanieport,AS,USA,24160-4239,24160,4239
BANK9519,Ellis-Alvarez,Natalie Harrison,3373941244,Money Market,AT007,Inactive,13-10-2022,,USD,GBP,1.7,Fixed,TRUE,30-06-2022,Pending,Inactive,Available Balance,09-10-2025,160913.54,USD,"242 Gabriel Cove, Lake Elizabeth, KY 14043-7557",002 Hoffman Drives Suite 643,,Lake Elizabeth,KY,USA,14043-7557,14043,7557
BANK5892,"Wheeler, Morgan and Evans",David Ingram,1196899718,Trust Account,AT009,Pending,14-10-2016,,USD,EUR,7.67,Fixed,TRUE,22-12-2023,Inactive,Pending,Book Value,09-10-2025,67566.37,USD,"24609 Thomas Crossing Suite 388, South Jared, WI 97183-9310",58965 Justin Camp,Apt. 185,South Jared,WI,USA,97183-9310,97183,9310
BANK7288,Johnson Inc,Mark Camacho,1915031763,Credit Card Account,AT010,Matured,25-09-2022,,USD,GBP,1.58,Fixed,TRUE,19-01-2025,Active,Matured,Book Value,09-10-2025,27953.11,USD,"383 Jacob Lock, New Christopher, NE 85730-5309",6579 Eric Streets Apt. 489,,New Christopher,NE,USA,85730-5309,85730,5309
BANK7244,Austin-Kerr,Olivia Harris,3946054118,Trust Account,AT009,Active,08-02-2010,,USD,GBP,4.33,N/A,FALSE,17-09-2022,Matured,Active,Principal Owed,09-10-2025,183390.64,USD,"632 Kelly Rapid Apt. 326, Nicoleburgh, OR 87592-5705",84544 Howard Way Apt. 033,,Nicoleburgh,OR,USA,87592-5705,87592,5705
BANK1795,Brown LLC,Dennis Vargas,2249776236,Trust Account,AT009,Inactive,12-01-2009,,USD,CAD,5.16,N/A,TRUE,08-01-2024,Active,Inactive,Current Balance,09-10-2025,34075.04,USD,"67219 Johnson Junction, Lake Michelle, GA 92892-8869",215 Romero Bypass,Apt. 411,Lake Michelle,GA,USA,92892-8869,92892,8869
BANK8889,Meyer and Sons,Brianna Anderson,5908274654,Trust Account,AT009,Inactive,21-10-2012,,USD,GBP,7.26,Variable,FALSE,12-02-2025,Pending,Inactive,Current Balance,09-10-2025,75495.07,USD,"4082 Thomas Terrace, Port Robertofort, GU 82326-2487",15605 Jennifer Port,,Port Robertofort,GU,USA,82326-2487,82326,2487
BANK4544,"Yates, Davis and Gonzalez",Andrea Brown,8727549104,Loan,AT006,Pending,10-12-2016,,USD,GBP,1.28,Fixed,FALSE,16-07-2021,Active,Pending,Available Balance,09-10-2025,164241.26,USD,"0824 Lee Village, South Josephborough, CT 30808-3160",01236 Cannon Brooks Apt. 454,Suite 920,South Josephborough,CT,USA,30808-3160,30808,3160
BANK4817,Wheeler Group,Nicole Hamilton,3943231297,Brokerage / Securities,AT004,Pending,15-06-2016,,USD,GBP,2.09,N/A,FALSE,04-09-2024,Matured,Pending,Current Balance,09-10-2025,129948.77,USD,"756 Roger Walks, Laurastad, VA 93911-4494",106 Smith Flats Apt. 671,Suite 251,Laurastad,VA,USA,93911-4494,93911,4494
BANK9335,Morris Ltd,Ryan Ramirez,9685284404,CD (Certificate of Deposit),AT003,Pending,13-09-2023,,USD,INR,6.66,N/A,TRUE,19-07-2024,Inactive,Pending,Market Value,09-10-2025,13623.29,USD,"39707 Bird Fields Suite 608, Heathertown, PR 53894-9965",287 Stephen Grove,,Heathertown,PR,USA,53894-9965,53894,9965
BANK4788,Wright-White,Craig Welch,5716560862,Money Market,AT007,Matured,16-01-2022,,USD,INR,3.22,Variable,TRUE,04-11-2020,Closed,Matured,Market Value,09-10-2025,47068.42,USD,"5567 Joshua Alley, East David, KY 27905-5059",85244 Smith Port Suite 510,Apt. 390,East David,KY,USA,27905-5059,27905,5059
BANK7426,Carson-Cochran,Ryan Mills,6754853568,Loan,AT006,Closed,18-09-2015,27-03-2022,USD,CAD,3.4,N/A,TRUE,11-11-2020,Matured,Closed,Principal Owed,09-10-2025,169663.49,USD,"21442 Orozco Key Apt. 862, Peterhaven, MA 10920-7607",532 Green Dam Apt. 664,Apt. 111,Peterhaven,MA,USA,10920-7607,10920,7607
BANK8148,"Phillips, Cherry and Garrison",Mary Hall,7734527965,Checking,AT001,Inactive,31-08-2014,,USD,USD,3.87,Fixed,FALSE,10-06-2024,Closed,Inactive,Market Value,09-10-2025,139710.52,USD,"595 Joseph Street Apt. 506, Melissaberg, NH 20829-7731",4470 Anthony Station,Apt. 929,Melissaberg,NH,USA,20829-7731,20829,7731
BANK8960,"Larson, Becker and Hill",Brian Burgess,7219033750,Business Checking,AT005,Active,10-10-2015,,USD,USD,7.09,N/A,FALSE,04-07-2022,Pending,Active,Principal Owed,09-10-2025,196974.38,USD,"30943 Gross Underpass Apt. 998, North Christinamouth, MP 68971-9047",2948 Ryan Field,,North Christinamouth,MP,USA,68971-9047,68971,9047
BANK6065,"Cook, Clark and Brown",Judith Green,7356511228,Brokerage / Securities,AT004,Closed,17-05-2014,15-06-2024,USD,INR,4.98,Variable,FALSE,21-07-2023,Pending,Closed,Available Balance,09-10-2025,166947.72,USD,"016 Smith Extension Suite 082, Port Cody, MP 21810-8864",330 Pugh Tunnel Apt. 512,,Port Cody,MP,USA,21810-8864,21810,8864
BANK8543,Klein-Sharp,Caitlin Mason,1986939818,Mortgage Loan,AT011,Inactive,31-01-2015,,USD,CAD,4.76,Variable,FALSE,29-11-2020,Closed,Inactive,Final Balance,09-10-2025,60474.57,USD,"8427 Lisa Roads, Aimeeville, DC 34154-8735",765 Daniel Underpass Apt. 999,Suite 266,Aimeeville,DC,USA,34154-8735,34154,8735
BANK2708,Garcia-Harrell,Brian Thompson,8308288992,Brokerage / Securities,AT004,Active,11-10-2012,,USD,EUR,1.81,N/A,TRUE,20-06-2024,Active,Active,Available Balance,09-10-2025,108520.24,USD,"874 Garcia Squares Apt. 993, West Thomaston, CO 22510-5060",226 Paula Pike Suite 580,Suite 893,West Thomaston,CO,USA,22510-5060,22510,5060
BANK2300,"Pope, Fox and Mendoza",Kari Ruiz,2795524793,Brokerage / Securities,AT004,Active,28-10-2015,,USD,GBP,2.79,Variable,FALSE,09-11-2022,Closed,Active,Final Balance,09-10-2025,23793.22,USD,"3052 Myers Track, South Joshua, ND 97832-8872",6891 Cox Villages Suite 227,,South Joshua,ND,USA,97832-8872,97832,8872
BANK5691,Young and Sons,Sonya Potter,7937938946,Custodial Account,AT008,Pending,05-11-2017,,USD,CAD,5.56,N/A,TRUE,19-06-2022,Pending,Pending,Current Balance,09-10-2025,8997.12,USD,"94507 Rich Green, Port Andrewside, MT 40588-1215",062 Edward Drive Suite 551,,Port Andrewside,MT,USA,40588-1215,40588,1215
BANK8430,Terry-Turner,Chelsea Graham,4073468018,Business Checking,AT005,Matured,14-03-2019,,USD,USD,2.92,Variable,TRUE,05-03-2021,Active,Matured,Available Balance,09-10-2025,4310.53,USD,"62707 Smith Extensions Apt. 528, Jeremyport, ND 73053-3191",3538 Brittney Branch Suite 104,Apt. 160,Jeremyport,ND,USA,73053-3191,73053,3191
BANK8771,Jenkins and Sons,Richard Barrett Jr.,1432411179,Money Market,AT007,Matured,09-03-2008,,USD,CAD,5.75,Fixed,TRUE,08-09-2025,Active,Matured,Market Value,09-10-2025,152297.54,USD,"563 Stephens Island, Patriciaville, IL 54231-3453",67197 Greer Ridges,Apt. 147,Patriciaville,IL,USA,54231-3453,54231,3453
BANK6854,"Taylor, Scott and Webster",Travis Obrien,3380164400,Credit Card Account,AT010,Closed,17-04-2011,15-10-2011,USD,EUR,0.64,N/A,FALSE,15-06-2021,Closed,Closed,Market Value,09-10-2025,123611.52,USD,"850 Welch Brook, Floydhaven, RI 12326-2193",810 Brown Plains Apt. 695,,Floydhaven,RI,USA,12326-2193,12326,2193
BANK1776,"Garza, Prince and Wallace",Daniel Shaw,6241918507,CD (Certificate of Deposit),AT003,Matured,21-07-2019,,USD,CAD,3.39,Variable,FALSE,01-07-2023,Pending,Matured,Available Balance,09-10-2025,97073.1,USD,"35447 Angelica Lakes, South Shane, VT 97582-9023",653 George Park Suite 183,,South Shane,VT,USA,97582-9023,97582,9023
BANK2091,Clark-Guerrero,Yolanda Campos,2454790477,Business Checking,AT005,Active,30-01-2012,,USD,CAD,2.24,Variable,TRUE,10-12-2020,Active,Active,Principal Owed,09-10-2025,110504.46,USD,"190 Lowe Garden, West Donburgh, NH 92192-7951",166 Diaz Trafficway Apt. 865,Apt. 870,West Donburgh,NH,USA,92192-7951,92192,7951
BANK3031,"Davidson, Jones and Potter",Carlos Jackson,5842154249,Business Checking,AT005,Active,01-03-2022,,USD,EUR,7.37,N/A,FALSE,22-10-2024,Matured,Active,Principal Owed,09-10-2025,165200.82,USD,"4922 Linda Freeway, New Lisaside, GU 89282-1502",8532 Gamble Wall Apt. 879,,New Lisaside,GU,USA,89282-1502,89282,1502
BANK1959,"Johnson, Barton and Moses",David Smith,2719339590,Trust Account,AT009,Pending,21-09-2009,,USD,INR,0.44,N/A,FALSE,28-10-2024,Pending,Pending,Book Value,09-10-2025,36989.83,USD,"92697 Karen Passage, Sullivanfurt, TN 33906-4192",9656 Stacy Forest Suite 779,,Sullivanfurt,TN,USA,33906-4192,33906,4192
BANK3463,Leonard-Woods,Audrey Conner,7208844221,Checking,AT001,Pending,21-06-2014,,USD,INR,0.48,N/A,TRUE,18-02-2021,Pending,Pending,Available Balance,09-10-2025,2617.04,USD,"55977 Chapman Lake Suite 228, South Aliceburgh, SD 75030-1434",779 Kyle Drive Apt. 479,Apt. 153,South Aliceburgh,SD,USA,75030-1434,75030,1434
BANK9435,"Frye, Bradford and Smith",Julian Murphy,7705307397,Checking,AT001,Closed,19-09-2014,17-07-2016,USD,EUR,5.75,N/A,TRUE,11-02-2022,Active,Closed,Final Balance,09-10-2025,40447.69,USD,"56909 Haley Motorway Apt. 980, West Robertchester, MA 80106-5927",87591 Patel Lock,Apt. 865,West Robertchester,MA,USA,80106-5927,80106,5927
BANK5295,Lee and Sons,Robert Miller,5644161233,Checking,AT001,Closed,07-08-2013,29-03-2017,USD,USD,4.73,N/A,TRUE,02-03-2024,Closed,Closed,Available Balance,09-10-2025,15088.66,USD,"900 Michael Harbors Apt. 276, New Peggy, ID 39189-7862",769 Monica Crescent Apt. 017,,New Peggy,ID,USA,39189-7862,39189,7862
BANK7397,Smith-Ruiz,Anthony Huerta,1106676528,Savings,AT002,Pending,14-12-2017,,USD,INR,7.14,N/A,FALSE,01-04-2021,Inactive,Pending,Market Value,09-10-2025,22616.82,USD,"055 Roberts Courts Suite 971, Rodriguezborough, MA 54539-1091",18750 Matthew Haven,Apt. 782,Rodriguezborough,MA,USA,54539-1091,54539,1091
BANK6292,Harris and Sons,Hailey Castillo,5733125116,Business Checking,AT005,Pending,13-02-2011,,USD,INR,4.6,Variable,FALSE,11-05-2023,Pending,Pending,Market Value,09-10-2025,36514.24,USD,"01911 Kevin Ville, Lake Dennisfort, GA 23075-9203",094 Thomas Island,Suite 054,Lake Dennisfort,GA,USA,23075-9203,23075,9203
BANK1378,"Collins, Gilbert and Rodriguez",Thomas Cook,9266909150,Loan,AT006,Pending,13-05-2017,,USD,USD,5.28,Variable,TRUE,24-02-2023,Inactive,Pending,Final Balance,09-10-2025,117983.96,USD,"5608 Gomez Mountains Suite 715, Wilsonside, DC 31386-6624",5915 Amanda Turnpike Apt. 442,,Wilsonside,DC,USA,31386-6624,31386,6624
BANK1793,"Harris, Barrera and Miller",Olivia Stephens,8391103794,Checking,AT001,Matured,12-03-2015,,USD,EUR,5.08,Variable,TRUE,21-01-2022,Inactive,Matured,Market Value,09-10-2025,171677.91,USD,"791 Young Fields Suite 038, Carlsonstad, FL 21450-1697",44078 Aaron Divide Suite 049,Apt. 744,Carlsonstad,FL,USA,21450-1697,21450,1697
BANK4153,Flynn Inc,Miranda Burke,2728871480,Mortgage Loan,AT011,Inactive,28-05-2006,,USD,INR,6.0,N/A,TRUE,09-10-2023,Active,Inactive,Principal Owed,09-10-2025,76727.05,USD,"8376 Wall Forest, Baileyland, MN 17373-8512",46018 Mark Views Apt. 255,Apt. 614,Baileyland,MN,USA,17373-8512,17373,8512
